image_id,prompt_id,seed,prompt,negative_prompt,base_model,lora_checkpoint,lora_multiplier,width,height,steps,cfg,sampler,precision,output_file
A3_seed13579,A3,13579,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed13579.png
A3_seed22222,A3,22222,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed22222.png
A3_seed31415,A3,31415,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed31415.png
A3_seed42424,A3,42424,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed42424.png
A3_seed54321,A3,54321,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed54321.png
A3_seed65000,A3,65000,"chinesetradscreen, traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, traditional decorative border, refined painted composition, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/A3/A3_seed65000.png
B1_seed42,B1,42,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed42.png
B1_seed1234,B1,1234,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed1234.png
B1_seed2026,B1,2026,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed2026.png
B1_seed7,B1,7,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed7.png
B1_seed77,B1,77,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed77.png
B1_seed314,B1,314,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed314.png
B1_seed512,B1,512,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed512.png
B1_seed888,B1,888,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed888.png
B1_seed1024,B1,1024,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed1024.png
B1_seed2048,B1,2048,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed2048.png
B1_seed4096,B1,4096,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed4096.png
B1_seed6060,B1,6060,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed6060.png
B1_seed8080,B1,8080,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed8080.png
B1_seed10001,B1,10001,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed10001.png
B1_seed13579,B1,13579,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed13579.png
B1_seed22222,B1,22222,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed22222.png
B1_seed31415,B1,31415,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed31415.png
B1_seed42424,B1,42424,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed42424.png
B1_seed54321,B1,54321,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed54321.png
B1_seed65000,B1,65000,"chinesetradscreen, modern reinterpretation of a traditional Chinese folding screen, multi-panel screen, complete screen, wooden frame, simplified decorative language, clean lines, overall frontal view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B1/B1_seed65000.png
B2_seed42,B2,42,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed42.png
B2_seed1234,B2,1234,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed1234.png
B2_seed2026,B2,2026,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed2026.png
B2_seed7,B2,7,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed7.png
B2_seed77,B2,77,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed77.png
B2_seed314,B2,314,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed314.png
B2_seed512,B2,512,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed512.png
B2_seed888,B2,888,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed888.png
B2_seed1024,B2,1024,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed1024.png
B2_seed2048,B2,2048,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed2048.png
B2_seed4096,B2,4096,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed4096.png
B2_seed6060,B2,6060,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed6060.png
B2_seed8080,B2,8080,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed8080.png
B2_seed10001,B2,10001,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed10001.png
B2_seed13579,B2,13579,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed13579.png
B2_seed22222,B2,22222,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed22222.png
B2_seed31415,B2,31415,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed31415.png
B2_seed42424,B2,42424,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed42424.png
B2_seed54321,B2,54321,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed54321.png
B2_seed65000,B2,65000,"chinesetradscreen, minimalist traditional Chinese folding screen, multi-panel screen, complete screen, elegant wooden frame, reduced ornament, contemporary design expression, overall view","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B2/B2_seed65000.png
B3_seed42,B3,42,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed42.png
B3_seed1234,B3,1234,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed1234.png
B3_seed2026,B3,2026,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed2026.png
B3_seed7,B3,7,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed7.png
B3_seed77,B3,77,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed77.png
B3_seed314,B3,314,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed314.png
B3_seed512,B3,512,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed512.png
B3_seed888,B3,888,"chinesetradscreen, modern decorative folding screen inspired by traditional Chinese screen design, multi-panel screen, complete screen, simplified continuous landscape motif, balanced modern form","cropped, close-up, incomplete screen, deformed structure, broken frame, duplicated structure, text, watermark, blurry, low quality",D:\AI\models\sd15\v1-5-pruned-emaonly.safetensors,D:\AI\experiments\chinesetradscreen_sd15_lora_v1\models\chinesetradscreen_sd15_lora_v1-000009.safetensors,0.9,512,512,30,7.0,euler_a,fp16,images/B3/B3_seed888.png
